nama_wisata,kabupaten,provinsi,label_rekomendasi
Air Terjun Tonsealama,Kabupaten Minahasa,Sulawesi Utara,Sedang
Bahamast Cottage,Kabupaten Poso,Sulawesi Tengah,Terbaik
Wisata Bahari Kapelak,Kabupaten Banggai Laut,Sulawesi Tengah,Baik
Gereja Toraja Mamasa Jemaat Bukit Batu,Kota Makassar,Sulawesi Selatan,Terbaik
Wisata Alam Hiru'ta Park,Kabupaten Sinjai,Sulawesi Selatan,Buruk
Air Terjun Pelangi Jonjo Parigi,Kabupaten Gowa,Sulawesi Selatan,Buruk
Permandian Moko,Kabupaten Muna,Sulawesi Tenggara,Terbaik
Wisata Kuliner Sondana,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Terbaik
Air Terjun Batualambung Kambani,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Terbaik
Temboko Mini Wisata Siau,Kabupaten Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,Buruk
WAWONTULAP BEACH RESORT (WBR),Kabupaten Minahasa Selatan,Sulawesi Utara,Sedang
Puncak Donggala,Kabupaten Donggala,Sulawesi Tengah,Baik
Desa Bosagon jaya,Kabupaten Parigi Moutong,Sulawesi Tengah,Terbaik
Monumen Bambu Runcing Rappang,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Terbaik
Pelabuhan loji,Kabupaten Parigi Moutong,Sulawesi Tengah,Sedang
Eduwisata Aqualife UNHAS,Kabupaten Barru,Sulawesi Selatan,Baik
Taman Marlina,Kota Kotamobagu,Sulawesi Utara,Buruk
Samalona island,Kota Makassar,Sulawesi Selatan,Baik
Enrekang Mountain Viewpoint,Kabupaten Enrekang,Sulawesi Selatan,Buruk
Karampuang Island,Kabupaten Mamuju Tengah,Sulawesi Barat,Buruk
Masjid Bukit Nirwana Permai 1.Moncongloe Lappara,Kabupaten Maros,Sulawesi Selatan,Terbaik
Wisata Modern Sampoddo,Kabupaten Luwu,Sulawesi Selatan,Buruk
Air Terjun Baruttung Padang,Kabupaten Bone,Sulawesi Selatan,Buruk
Tebingkai,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Buruk
Pantai Ujung Bantaeng,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Air Terjun Barrasa,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Wisata Pantai Konawe Timur Tanjung Lalimbue,Kabupaten Konawe,Sulawesi Tenggara,Buruk
Pantai Sarena,Kota Bitung,Sulawesi Utara,Buruk
Pantai Yella,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
Pante Woka,Kota Bitung,Sulawesi Utara,Terbaik
Mimpi pool club manado,Kabupaten Minahasa Utara,Sulawesi Utara,Buruk
Kolam Renang Yeh Anget,Kabupaten Bolaang Mongondow,Sulawesi Utara,Sedang
Pantai Sumpang Binangae,Kabupaten Barru,Sulawesi Selatan,Baik
Objek Wisata Mangrove Desa Buriko,Kabupaten Wajo,Sulawesi Selatan,Buruk
Air Terjun Jammeng,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Buruk
Wisata Buntu Dengen Kambo,Kota Palopo,Sulawesi Selatan,Buruk
Taman Vatulemo,Kota Palu,Sulawesi Tengah,Terbaik
Citol Hill TONDOK BAKARU,Kabupaten Mamasa,Sulawesi Barat,Baik
Wisata Goa Batu Maupa,Kabupaten Enrekang,Sulawesi Selatan,Sedang
Puncak Pua' Janggo',Kabupaten Bulukumba,Sulawesi Selatan,Baik
Kampung Wisata Bulo,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Pantai Bahotonsu,Kabupaten Morowali,Sulawesi Tengah,Buruk
Pantai Lolan,Kabupaten Bolaang Mongondow,Sulawesi Utara,Buruk
Sungai Pulau Bongi,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Terbaik
Wisata Alam Bukit Peyapata,Kabupaten Bone Bolango,Gorontalo,Terbaik
Taman Wisata Toar Lumimuut,Kabupaten Minahasa,Sulawesi Utara,Baik
Taman Hutan Raya Gunung Tumpa H. V. Worang,Kota Manado,Sulawesi Utara,Sedang
Pantai INDO BEACH LALUMPE,Kabupaten Minahasa,Sulawesi Utara,Buruk
Parigi Moutong Mutiara Khatulistiwa,Kabupaten Parigi Moutong,Sulawesi Tengah,Terbaik
Bukit Vandiam,Kabupaten Sinjai,Sulawesi Selatan,Buruk
Pantai Batharagala,Kabupaten Konawe Utara,Sulawesi Tenggara,Terbaik
Paputo Beach,Kota Parepare,Sulawesi Selatan,Terbaik
Kawasan ekowisata eduwisata mangrove GONENGATI JAYA kabonga besar Donggala,Kabupaten Donggala,Sulawesi Tengah,Baik
Air Terjun Kandera,Kabupaten Minahasa,Sulawesi Utara,Buruk
Parkiran Sederhana (POS 1 menuju Puncak Victo & Air Terjun Amarilis),Kota Kendari,Sulawesi Tenggara,Terbaik
Air Terjun Bidadari Kayaton Desa Bukaka,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Buruk
Ketama Adventure Park,Kabupaten Minahasa,Sulawesi Utara,Sedang
Air Terjun Lalengan,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Buruk
pantai kamali,Kota Baubau,Sulawesi Tenggara,Baik
Air Terjun Cinta,Kabupaten Gowa,Sulawesi Selatan,Buruk
Tugu BRI Kolaka,Kabupaten Kolaka,Sulawesi Tenggara,Buruk
Qafwan Resort,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Baik
Puncak Padamarang,Kabupaten Kolaka,Sulawesi Tenggara,Buruk
Danau Tanralili,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Pantai Asmara Tapandulu,Kabupaten Mamuju,Sulawesi Barat,Buruk
Air terjun binjeita,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,Sedang
Wisata Hutan Mangrove Dewi Biringkassi,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Buruk
Pananualeng Beach,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Sedang
Air Terjun Kokungan,Kabupaten Banggai Laut,Sulawesi Tengah,Buruk
Pantai Pasir Putih Palipi Soreang,Kabupaten Majene,Sulawesi Barat,Terbaik
BENTENG WAPALA,Kabupaten Buton Utara,Sulawesi Tenggara,Baik
Kuntung Prof Kawung (Koreng) Minahasa Selatan,Kabupaten Minahasa Selatan,Sulawesi Utara,Terbaik
Air Terjun Dodandian,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Terbaik
Bukit Nanas Bette,Kabupaten Barru,Sulawesi Selatan,Terbaik
Pango-Pango Makale,Kabupaten Tana Toraja,Sulawesi Selatan,Baik
AIR TERJUN REMA TAMBOKE,Kabupaten Luwu Utara,Sulawesi Selatan,Terbaik
Puncak Kelor Ta Wanua Tonra,Kabupaten Bone,Sulawesi Selatan,Baik
WISATA GOA KALO DEWATA,Kota Palopo,Sulawesi Selatan,Sedang
Gunu Lambelu,Kabupaten Buton Utara,Sulawesi Tenggara,Buruk
Wisata Permandian Koke,Kabupaten Muna,Sulawesi Tenggara,Sedang
Wisata Pemandian Tuweley,Kabupaten Tolitoli,Sulawesi Tengah,Buruk
Pantai hiu paus,Kabupaten Bone Bolango,Gorontalo,Terbaik
Pantai Ilodulunga,Kabupaten Gorontalo Utara,Gorontalo,Buruk
Atalambu Hill,Kabupaten Poso,Sulawesi Tengah,Terbaik
Ecoeduwisata Mangrove Parangloe,Kota Makassar,Sulawesi Selatan,Baik
Pantai Pusahelu,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Buntu Tabuan,Kabupaten Luwu Utara,Sulawesi Selatan,Baik
Kebun wisata strobery naylan,Kabupaten Enrekang,Sulawesi Selatan,Terbaik
Pemancingan Binangga Tirta Alam,Kabupaten Sigi,Sulawesi Tengah,Baik
Titik Nol KM Sulsel,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Bukit Jalan Tol Tumaluntung,Kabupaten Minahasa Utara,Sulawesi Utara,Baik
Boulevard Pantai Kambiow,Kabupaten Minahasa Selatan,Sulawesi Utara,Sedang
Cekkeng Nursery,Kabupaten Bulukumba,Sulawesi Selatan,Sedang
BAROS FARM HOUSE,Kabupaten Kolaka,Sulawesi Tenggara,Buruk
Pemandian Batu Kodok,Kabupaten Luwu,Sulawesi Selatan,Terbaik
Pantai Kacili Surabi,Kabupaten Morowali,Sulawesi Tengah,Buruk
Pantai Kayu Bura,Kabupaten Parigi Moutong,Sulawesi Tengah,Buruk
JEMBATAN GANTUNG CENDANA HITAM,Kabupaten Luwu Timur,Sulawesi Selatan,Buruk
Wisata Bukti Bollangi Kabupaten Gowa,Kabupaten Gowa,Sulawesi Selatan,Sedang
Pantai Jodoh,Kabupaten Buton,Sulawesi Tenggara,Sedang
Bulu Cepo,Kabupaten Wajo,Sulawesi Selatan,Buruk
Bulu Dua,Kabupaten Soppeng,Sulawesi Selatan,Buruk
Air Terjun Pelangi,Kabupaten Parigi Moutong,Sulawesi Tengah,Buruk
Bulu Ballea,Kabupaten Gowa,Sulawesi Selatan,Sedang
Tugu Zero Point,Kota Manado,Sulawesi Utara,Terbaik
"Bukit Tinggi Beach (Kakas,Minahasa)",Kabupaten Minahasa,Sulawesi Utara,Buruk
Taman Nasional Kepulauan Togean,Kabupaten Tojo Una-Una,Sulawesi Tengah,Terbaik
Menara Keagungan Limboto,Kabupaten Gorontalo,Gorontalo,Terbaik
Air Terjun Tamanggu Indah,Kabupaten Donggala,Sulawesi Tengah,Buruk
PANTAI TANJUNG RIA,Kota Bitung,Sulawesi Utara,Baik
Pantai dewi,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
SABODAM BANGGA 1,Kabupaten Sigi,Sulawesi Tengah,Terbaik
Taman Wisata Danau Linow,Kota Tomohon,Sulawesi Utara,Sedang
Pantai Bonebula,Kabupaten Donggala,Sulawesi Tengah,Terbaik
Wisata Bukit Harapan Gowa,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Tracking Mangrove Bumdes Mandiri Tabilaa,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Buruk
Pinrang Waterboom,Kabupaten Pinrang,Sulawesi Selatan,Buruk
Pantai Batuangus,Kota Bitung,Sulawesi Utara,Sedang
Bubung Cellu,Kabupaten Bone,Sulawesi Selatan,Terbaik
Pantai Pondok Cinta,Kabupaten Bolaang Mongondow,Sulawesi Utara,Buruk
Wuna Waterfront City (WWC),Kabupaten Muna,Sulawesi Tenggara,Terbaik
Rangas Beach,Kabupaten Mamuju,Sulawesi Barat,Baik
Taman Andi Benni Belopa,Kabupaten Luwu,Sulawesi Selatan,Terbaik
Padang Savana Gunung labokke,Kabupaten Luwu,Sulawesi Selatan,Baik
Permandian Air Panas Mantikole,Kabupaten Sigi,Sulawesi Tengah,Baik
Puncak Savana Puuhopa,Kabupaten Konawe,Sulawesi Tenggara,Baik
Pantai Ambabe,Kabupaten Mamuju Tengah,Sulawesi Barat,Terbaik
Desa Pinogu,Kabupaten Bone Bolango,Gorontalo,Buruk
Pantai palippis,Kabupaten Polewali Mandar,Sulawesi Barat,Sedang
Wisata KAREDE (Permandian Air Hangat),Kabupaten Buton Utara,Sulawesi Tenggara,Sedang
"Mini Zoo, Rumah Alam Manado",Kota Manado,Sulawesi Utara,Buruk
Wisata Alam Tirotiku lolai,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
Air Terjun Kembes,Kabupaten Minahasa,Sulawesi Utara,Sedang
Kolam Renang Mendatte Park,Kabupaten Enrekang,Sulawesi Selatan,Buruk
Sumber Mata Air Kab. Bulukumba,Kabupaten Bulukumba,Sulawesi Selatan,Sedang
Pantai Enu,Kabupaten Donggala,Sulawesi Tengah,Sedang
Danau Randano Ghaghe,Kabupaten Muna,Sulawesi Tenggara,Buruk
LORONG PERMANDIAN UELANTI,Kabupaten Luwu Timur,Sulawesi Selatan,Sedang
Pantai Dodap,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Buruk
Tumatenden,Kabupaten Minahasa Utara,Sulawesi Utara,Buruk
Pusat Laut Donggala,Kabupaten Donggala,Sulawesi Tengah,Baik
Taman Nirwana Park (Tilung),Kabupaten Luwu Timur,Sulawesi Selatan,Buruk
Taman Puspa Pesona,Kabupaten Barru,Sulawesi Selatan,Buruk
Pantai Lolak,Kabupaten Bolaang Mongondow,Sulawesi Utara,Buruk
Air Terjun To'dama Sangkaropi,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
Masjid Keraton Liya,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
PANTAI TAMARUNANG,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Permandian Alam Waetuwo,Kabupaten Bone,Sulawesi Selatan,Baik
Pohon Kasih,Kota Manado,Sulawesi Utara,Baik
"Pantai Tanjung Pero, Ujunge",Kabupaten Bone,Sulawesi Selatan,Sedang
Tongkonan Mebali,Kabupaten Tana Toraja,Sulawesi Selatan,Sedang
Pantai Sappoang Polewali,Kabupaten Polewali Mandar,Sulawesi Barat,Sedang
Pantai Wale,Kabupaten Konawe Utara,Sulawesi Tenggara,Sedang
Poentjak Unsongi Indah,Kabupaten Morowali,Sulawesi Tengah,Terbaik
Taman Likuifaksi,Kabupaten Sigi,Sulawesi Tengah,Sedang
Bukit Tamboke,Kabupaten Luwu Utara,Sulawesi Selatan,Sedang
Senja Beloka,Kabupaten Buton Selatan,Sulawesi Tenggara,Terbaik
Taman Cekkeng Bulukumba,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Bio Hill (Puncak Bio Pemandangan Alam),Kabupaten Kepulauan Sangihe,Sulawesi Utara,Terbaik
Gunung Tabor,Kabupaten Luwu Timur,Sulawesi Selatan,Sedang
Puncak La Kude,Kabupaten Muna,Sulawesi Tenggara,Buruk
Wisata Panjat Tebing Batu Dinding Kilo Tiga,Kabupaten Minahasa Selatan,Sulawesi Utara,Buruk
Kolam renang kampoeng galung,Kabupaten Sinjai,Sulawesi Selatan,Sedang
PARE PARE BEACH,Kota Parepare,Sulawesi Selatan,Baik
Baruga Somba Opu,Kabupaten Gowa,Sulawesi Selatan,Baik
Tanarajae,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Terbaik
Wisata Alam Labempa,Kabupaten Soppeng,Sulawesi Selatan,Buruk
Pantai Pasir Panjang Mbuang-Mbuang,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Buruk
Golden Kolam golden jumbo,Kota Manado,Sulawesi Utara,Buruk
Air Terjun Hanga-Hanga,Kabupaten Banggai,Sulawesi Tengah,Buruk
Pantai Ujung Kupang,Kabupaten Sinjai,Sulawesi Selatan,Baik
AIR TERJUN HUILA,Kabupaten Bone Bolango,Gorontalo,Terbaik
"Leon, Kabupaten Enrekang",Kabupaten Enrekang,Sulawesi Selatan,Buruk
Taman JH Ampana,Kabupaten Tojo Una-Una,Sulawesi Tengah,Terbaik
"Wisata Alam Nosu, Mamasa Regency, West Sulawesi",Kabupaten Mamasa,Sulawesi Barat,Terbaik
Museum Daerah Maros,Kabupaten Maros,Sulawesi Selatan,Terbaik
Museum BJ Habibie,Kota Parepare,Sulawesi Selatan,Terbaik
Pantai Ujung Kelapa,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Buruk
Pantai Masi,Kabupaten Parigi Moutong,Sulawesi Tengah,Buruk
Air Terjun Kapita ( Je'ne Ri'baka ),Kabupaten Jeneponto,Sulawesi Selatan,Terbaik
Wisata Uwe Tombu,Kabupaten Donggala,Sulawesi Tengah,Baik
Permandian sungai jernih,Kabupaten Bone,Sulawesi Selatan,Baik
Pantai Wisata Kambunong,Kabupaten Mamuju,Sulawesi Barat,Terbaik
Bukit Wisata Bulupadido,Kabupaten Bulukumba,Sulawesi Selatan,Buruk
Pantai ROR,Kabupaten Minahasa,Sulawesi Utara,Sedang
Wisata Alam Air Terjun Teppok,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Buruk
Londa Ancient Graveyard,Kabupaten Toraja Utara,Sulawesi Selatan,Terbaik
Bukit Eksis Matolele,Kabupaten Parigi Moutong,Sulawesi Tengah,Sedang
Wisata Permandian Mata Rombia91,Kabupaten Buton Utara,Sulawesi Tenggara,Baik
Bundaran Bahomohoni,Kabupaten Morowali,Sulawesi Tengah,Terbaik
Lannying 3,Kabupaten Bantaeng,Sulawesi Selatan,Terbaik
Kampung Pelangi Tolitoli,Kabupaten Tolitoli,Sulawesi Tengah,Terbaik
Pantai Benteng,Kota Palopo,Sulawesi Selatan,Buruk
Bukit Salib Sumarayar,Kabupaten Minahasa,Sulawesi Utara,Buruk
Bukit TRL,Kabupaten Sinjai,Sulawesi Selatan,Buruk
Pantai Merpati,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Kastanye Riverside,Kabupaten Sigi,Sulawesi Tengah,Terbaik
Air Terjun Wera,Kabupaten Sigi,Sulawesi Tengah,Terbaik
Wisata Manyu-Manyu Campaga,Kabupaten Bantaeng,Sulawesi Selatan,Baik
Air Terjun Taipa,Kabupaten Maros,Sulawesi Selatan,Terbaik
TUGU NOL KILOMETER BONE,Kabupaten Bone,Sulawesi Selatan,Terbaik
Bukit bau selatan,Kabupaten Tana Toraja,Sulawesi Selatan,Buruk
Pantai pemamengketang,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Sedang
Sunset View Mangrove Selayar,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Baik
Bukit Raga,Kabupaten Gorontalo,Gorontalo,Sedang
Koloolaro,Kabupaten Morowali,Sulawesi Tengah,Buruk
Pantai Kawasan Mega Mas,Kota Manado,Sulawesi Utara,Baik
Serambi Madinah,Kota Gorontalo,Gorontalo,Terbaik
Pantai Tanjung Merah,Kota Bitung,Sulawesi Utara,Buruk
BENDUNGAN KUWIL KAWANGKOAN,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Wisata Pemandian Bukit Meranti,Kabupaten Bone Bolango,Gorontalo,Buruk
Permainan alam bainang,Kabupaten Pinrang,Sulawesi Selatan,Sedang
autarkeia,Kabupaten Minahasa,Sulawesi Utara,Buruk
RANOLEWO,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Teluk Ceri,Kabupaten Konawe,Sulawesi Tenggara,Buruk
FlyingGear paragliding manado,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Pantai Lingge-lingge,Kabupaten Buton,Sulawesi Tenggara,Terbaik
Saoraja La Tenri Bali,Kabupaten Wajo,Sulawesi Selatan,Buruk
Agrowisata Bunti Ede Padende,Kabupaten Sigi,Sulawesi Tengah,Sedang
Pantai Seta - Seta,Kabupaten Luwu Utara,Sulawesi Selatan,Sedang
Wisata Tanjung Cemara Batu Buaya,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Buruk
Masjid Arqam Baburahman,Kota Palu,Sulawesi Tengah,Baik
Anjungan Wisata Tangkeno,Kabupaten Bombana,Sulawesi Tenggara,Baik
Pantai Pinolosian Selatan,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Baik
Abrasi Pantai Tingkulang,Kabupaten Parigi Moutong,Sulawesi Tengah,Terbaik
OBYEK WISATA BATU PIAK,Kabupaten Luwu,Sulawesi Selatan,Buruk
Permandian Bukit Kasih,Kabupaten Luwu Timur,Sulawesi Selatan,Sedang
Kawasan Benteng Sanrobone,Kabupaten Takalar,Sulawesi Selatan,Terbaik
Pantai Modisi,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Sedang
Benteng Bombonawulu,Kabupaten Buton,Sulawesi Tenggara,Terbaik
Pantai Biru,Kota Makassar,Sulawesi Selatan,Terbaik
Bukit Peca,Kabupaten Mamuju,Sulawesi Barat,Buruk
Mampie,Kabupaten Polewali Mandar,Sulawesi Barat,Buruk
Pantai Wisata Pantoloan,Kabupaten Donggala,Sulawesi Tengah,Sedang
Pantai Monano ( Gorontalo Utara ),Kabupaten Gorontalo Utara,Gorontalo,Sedang
BUKIT DOA MERAS,Kota Manado,Sulawesi Utara,Buruk
GMIST BUKIT KASIH,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Buruk
Pantai Songka,Kota Palopo,Sulawesi Selatan,Buruk
Tuturuga Beach,Kabupaten Minahasa,Sulawesi Utara,Buruk
Pantai Hayalan Donggala,Kabupaten Donggala,Sulawesi Tengah,Baik
Wisata Bahari Resto Transmart Carrefour,Kota Manado,Sulawesi Utara,Buruk
Pemandian Lomboan (Nonulo Bahari),Kabupaten Banggai Kepulauan,Sulawesi Tengah,Sedang
Danau Matano,Kabupaten Luwu Timur,Sulawesi Selatan,Terbaik
Air Terjun Tama'lulua,Kabupaten Jeneponto,Sulawesi Selatan,Baik
Pantai Pasir Putih,Kabupaten Bolaang Mongondow,Sulawesi Utara,Baik
Mandel Beach,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Buruk
Toulangkow Hills (TOMOHON SKYLINE),Kota Tomohon,Sulawesi Utara,Sedang
Pantai Kilo 5,Kabupaten Banggai,Sulawesi Tengah,Baik
Pantai Nipa Nipa,Kabupaten Konawe,Sulawesi Tenggara,Buruk
Teluk Walenekoko,Kota Bitung,Sulawesi Utara,Terbaik
Pantai andewa,Kabupaten Morowali,Sulawesi Tengah,Buruk
Air terjun Tayawa,Kabupaten Tojo Una-Una,Sulawesi Tengah,Buruk
Pusentasi,Kabupaten Donggala,Sulawesi Tengah,Sedang
DANAU LAPONU-PONU,Kabupaten Bombana,Sulawesi Tenggara,Terbaik
Benteng Balangnipa,Kabupaten Sinjai,Sulawesi Selatan,Sedang
Embung laduyu desa talata,Kabupaten Kolaka Timur,Sulawesi Tenggara,Terbaik
Colo,Kabupaten Tojo Una-Una,Sulawesi Tengah,Buruk
Air Terjun Saliu,Kabupaten Maros,Sulawesi Selatan,Terbaik
Air terjun Tuangloe,Kabupaten Jeneponto,Sulawesi Selatan,Terbaik
Benteng Patua Tomia,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
PERMANDIAN MULTI BAITO,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
Padang Pajjongang,Kabupaten Bombana,Sulawesi Tenggara,Terbaik
Blue Lagoon Labengki,Kabupaten Konawe Utara,Sulawesi Tenggara,Sedang
Pantai Surya Galesong,Kabupaten Takalar,Sulawesi Selatan,Buruk
Kebun Raya Kendari,Kota Kendari,Sulawesi Tenggara,Terbaik
KOLAM PERMANDIAN BUKIT PELANGI,Kabupaten Bantaeng,Sulawesi Selatan,Baik
MANGROVE SALUBIRO KAROSSA,Kabupaten Mamuju Tengah,Sulawesi Barat,Buruk
WISATA HUTAN PINUS BAINI (HPB),Kabupaten Konawe,Sulawesi Tenggara,Terbaik
Air Terjun Wawondiku,Kabupaten Konawe Utara,Sulawesi Tenggara,Terbaik
Pesona Bali,Kabupaten Morowali,Sulawesi Tengah,Baik
Pantai Monosan,Kabupaten Banggai Laut,Sulawesi Tengah,Sedang
Hutan Mangrove Tofuti,Kabupaten Morowali,Sulawesi Tengah,Buruk
Air Panas Wawolesea,Kabupaten Konawe Utara,Sulawesi Tenggara,Terbaik
Puri Kahyangan Tomia,Kabupaten Wakatobi,Sulawesi Tenggara,Baik
Objek Wisata Ollon Toraja,Kabupaten Tana Toraja,Sulawesi Selatan,Baik
Bukit Teletubbies Rerer,Kabupaten Minahasa Utara,Sulawesi Utara,Buruk
Tanggul Topejawa,Kabupaten Takalar,Sulawesi Selatan,Terbaik
Taman Wisata Alam Kota Tomohon,Kota Tomohon,Sulawesi Utara,Buruk
Teluk Indah Desa Lalong,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Sedang
Pantai Cimpu Selatan,Kabupaten Luwu,Sulawesi Selatan,Buruk
PANTAI KEI-KEI,Kabupaten Kolaka,Sulawesi Tenggara,Baik
Pantai Binjeita,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,Sedang
Taman Kota Keydupa,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,Buruk
Dermaga Nelayan Desa Tanah Putih,Kabupaten Minahasa Utara,Sulawesi Utara,Baik
Pantai Botutonuo,Kabupaten Bone Bolango,Gorontalo,Baik
Goa Bidadari,Kabupaten Buton Tengah,Sulawesi Tenggara,Terbaik
Tompa One Hidden Beach,Kabupaten Konawe,Sulawesi Tenggara,Sedang
Puncak Melby'Ls,Kota Tomohon,Sulawesi Utara,Sedang
Mata Air Sangia,Kabupaten Muna,Sulawesi Tenggara,Sedang
Pantai Batam Desa Mataiwoi Kec Molawe Kab Konawe Utara,Kabupaten Konawe Utara,Sulawesi Tenggara,Buruk
Gunung Batu Puulemo,Kabupaten Kolaka,Sulawesi Tenggara,Baik
Tanjung Losa (Bikini Bottom),Kabupaten Mamuju,Sulawesi Barat,Buruk
Air Terjun Sendowan,Kabupaten Minahasa Selatan,Sulawesi Utara,Terbaik
Anduna Camping Ground,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
Bulili Park,Kota Palu,Sulawesi Tengah,Buruk
Pantai Bandara,Kabupaten Banggai,Sulawesi Tengah,Terbaik
Rekreasi Pantai Palu,Kota Palu,Sulawesi Tengah,Buruk
Wisata alam & rekreasi borkal,Kabupaten Bulukumba,Sulawesi Selatan,Buruk
Rainbow Garden Gowa,Kabupaten Gowa,Sulawesi Selatan,Buruk
Masjid Besar DARUSSALAM Belawa,Kabupaten Wajo,Sulawesi Selatan,Terbaik
Gunung Bulu Tanda,Kabupaten Sigi,Sulawesi Tengah,Terbaik
Pantai Teduang,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Sedang
Pantai Raha Morowali,Kabupaten Morowali,Sulawesi Tengah,Buruk
Pemandian Uwelera Porame,Kabupaten Sigi,Sulawesi Tengah,Terbaik
Pantai Pasir Putih Pitulua,Kabupaten Kolaka Utara,Sulawesi Tenggara,Sedang
Pantai Pasir Putih Batu Putih,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
Pattiroang Highland Desa Barania,Kabupaten Sinjai,Sulawesi Selatan,Sedang
Taman Nasional Bantimurung Bulusaraung,Kabupaten Maros,Sulawesi Selatan,Terbaik
Air terjun Rouda,Kabupaten Kolaka Utara,Sulawesi Tenggara,Terbaik
Makam Dato Karama,Kota Palu,Sulawesi Tengah,Terbaik
Kampoeng Wisata Alam Baturapa,Kabupaten Bulukumba,Sulawesi Selatan,Buruk
Monumen Juang Lesangi,Kabupaten Luwu Utara,Sulawesi Selatan,Terbaik
Air Terjun KINAAPIAN,Kabupaten Minahasa Utara,Sulawesi Utara,Buruk
Pelabuhan Paotere,Kota Makassar,Sulawesi Selatan,Baik
Pantai Molas,Kota Manado,Sulawesi Utara,Baik
GPPS Gunung Moria - Kota Gorontalo,Kota Gorontalo,Gorontalo,Terbaik
Wonderfull Bolsel,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Sedang
Bukit Teletubies Tappion Buakayu,Kabupaten Tana Toraja,Sulawesi Selatan,Terbaik
Pantai Lembo,Kabupaten Buton,Sulawesi Tenggara,Buruk
Anjungan Sungai Mata Allo,Kabupaten Enrekang,Sulawesi Selatan,Buruk
Pasir Putih,Kabupaten Tojo Una-Una,Sulawesi Tengah,Terbaik
Gunung Bambapuang,Kabupaten Enrekang,Sulawesi Selatan,Baik
Kolam Renang Matua,Kabupaten Enrekang,Sulawesi Selatan,Buruk
Gunung Bawakaraeng,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Hutan Pinus Camping Ground Lembanna,Kabupaten Gowa,Sulawesi Selatan,Baik
"Gereja Katolik Paroki Hati Tak Ternoda Santa Perawan Maria, Makale",Kabupaten Tana Toraja,Sulawesi Selatan,Terbaik
Bukit Pasir,Kabupaten Toraja Utara,Sulawesi Selatan,Terbaik
Pasar Rakyat Bolu,Kabupaten Toraja Utara,Sulawesi Selatan,Terbaik
Masjid Raya Suada Mamuju,Kabupaten Mamuju,Sulawesi Barat,Terbaik
